claim_id,policy_id,claim_date,claim_type,claim_amount_usd,settled_amount_usd,status,description,is_fraud_flag,days_to_report
CLM00098,POL02184,2024-09-11,Natural Disaster,36599.38,0.0,Pending,Fire damage in garage,False,51
CLM00099,POL02636,2021-03-27,Vandalism,63170.2,60938.39,Settled,,False,15
CLM00100,POL01160,2023-09-03,Accident,-2948.79,0.0,Under Review,Rear end damage in parking lot,False,48
CLM00101,POL02975,2023-05-12,Fire,29649.41,23516.43,Settled,Rear end damage in parking lot,False,53
CLM00102,POL02356,2020-11-23,Fire,58547.92,0.0,Pending,,False,17
CLM00103,POL01975,2022-11-25,Natural Disaster,66635.44,0.0,Pending,Rear end damage in parking lot,False,41
CLM00104,POL00195,2024-03-14,Accident,1510.3,0.0,Approved,,False,54
CLM00105,POL00226,2024-12-18,Theft,41075.73,0.0,Pending,,False,6
CLM00106,POL01461,2023-03-15,Fire,43143.71,0.0,Pending,Vandalism - scratches and dents,False,39
CLM00107,POL00268,2024-06-25,Theft,35404.18,0.0,Under Review,Front end collision on highway,False,32
CLM00108,POL00257,2020-03-01,Accident,58583.9,0.0,Approved,Vehicle stolen from residential area,False,10
CLM00109,POL02584,2022-07-13,Fire,49333.33,47778.71,Settled,,False,45
CLM00110,POL02418,2024-05-13,Accident,64763.63,0.0,Pending,Hit and run incident,False,41
CLM00111,POL01147,2021-05-29,Flood,61743.39,0.0,Under Review,Hit and run incident,False,4
CLM00112,POL02758,2020-06-26,Fire,7412.77,7318.04,Settled,Flood damage during heavy rainfall,False,1
CLM00113,POL02268,2022-09-16,Flood,32624.72,0.0,Under Review,Fire damage in garage,False,19
CLM00114,POL02746,2024-11-30,Fire,3857.44,0.0,Rejected,Fire damage in garage,False,14
CLM00115,POL01889,2024-10-02,Theft,32233.54,28870.4,Settled,Windshield cracked by debris,False,25
CLM00116,POL00822,2021-01-19,Natural Disaster,18123.56,16679.06,Settled,Hit and run incident,False,15
CLM00117,POL00091,2020-11-20,Vandalism,0.0,0.0,Rejected,Vandalism - scratches and dents,False,11
CLM00118,POL00070,2023-11-22,Flood,4645.63,0.0,Approved,Fire damage in garage,False,16
CLM00119,POL00141,2021-05-01,Natural Disaster,4503.06,3608.53,Settled,Hit and run incident,False,6
CLM00120,POL01205,2021-03-15,Flood,21898.63,0.0,Rejected,Windshield cracked by debris,False,51
CLM00121,POL00432,2023-10-06,Theft,66490.67,40767.1,Settled,Vandalism - scratches and dents,False,18
CLM00122,POL00786,2022-09-25,Flood,78662.97,0.0,Pending,Flood damage during heavy rainfall,False,2
CLM00123,POL01904,2022-08-04,Flood,50326.01,0.0,Approved,,False,58
CLM00124,POL01689,2023-02-25,Vandalism,14950.08,0.0,Approved,Hit and run incident,False,16
CLM00125,POL02204,2022-03-19,Vandalism,75797.36,0.0,Pending,Hit and run incident,False,0
CLM00126,POL02767,2024-09-22,Vandalism,18742.69,0.0,Approved,Rear end damage in parking lot,False,47
CLM00127,POL02916,2021-08-22,Flood,30000.11,0.0,Rejected,,False,45
CLM00128,POL01744,2020-09-15,Vandalism,55352.32,0.0,Approved,Vehicle stolen from residential area,False,28
CLM00129,POL02417,2024-08-30,Flood,75108.12,0.0,Pending,,False,13
CLM00130,POL02426,2022-04-28,Flood,17860.99,0.0,Rejected,Fire damage in garage,False,29
CLM00131,POL00041,2024-01-17,Natural Disaster,43808.13,0.0,Under Review,Rear end damage in parking lot,False,42
CLM00132,POL01405,2024-07-30,Natural Disaster,33305.17,0.0,Pending,Fire damage in garage,False,53
CLM00133,POL02164,2020-10-20,Vandalism,6012.44,0.0,Rejected,Flood damage during heavy rainfall,False,26
CLM00134,POL00346,2020-09-05,Vandalism,39379.31,37393.76,Settled,Vandalism - scratches and dents,False,52
CLM00135,POL02830,2022-04-16,Flood,5344.86,0.0,Rejected,Fire damage in garage,False,15
CLM00136,POL02894,2022-09-15,Vandalism,48745.68,0.0,Approved,Vandalism - scratches and dents,False,21
CLM00137,POL01491,2020-05-24,Vandalism,49464.58,0.0,Pending,Vandalism - scratches and dents,False,28
CLM00138,POL01315,2022-01-15,Theft,63720.39,0.0,Rejected,Hit and run incident,False,0
CLM00139,POL00200,2024-09-20,Vandalism,5350.42,0.0,Rejected,Front end collision on highway,False,46
CLM00140,POL02278,2024-08-11,Accident,77855.46,55058.0,Settled,,False,13
CLM00141,POL01927,2024-06-11,Natural Disaster,75489.98,0.0,Approved,Vehicle stolen from residential area,False,14
CLM00142,POL02969,2023-03-14,Fire,13099.43,0.0,Under Review,Front end collision on highway,False,3
CLM00143,POL02571,2020-05-27,Flood,73173.97,0.0,Pending,Windshield cracked by debris,False,0
CLM00144,POL02827,2020-01-15,Accident,25498.41,0.0,Rejected,Vehicle stolen from residential area,False,55
CLM00145,POL02443,2024-05-23,Accident,79231.24,59736.25,Settled,Front end collision on highway,False,26
CLM00146,POL01479,2024-05-16,Vandalism,17801.77,0.0,Rejected,Vandalism - scratches and dents,False,9
CLM00147,POL01864,2022-10-21,Accident,7324.41,0.0,Rejected,Fire damage in garage,False,10
CLM00148,POL02391,2020-02-02,Flood,56979.02,0.0,Under Review,Fire damage in garage,False,36
CLM00149,POL00612,2022-05-08,Natural Disaster,74178.92,0.0,Under Review,Rear end damage in parking lot,False,20
CLM00150,POL00391,2024-02-15,Vandalism,0.0,0.0,Rejected,,False,35
CLM00151,POL00460,2022-06-27,Vandalism,49221.58,0.0,Rejected,,False,4
CLM00152,POL01603,2022-12-25,Accident,50542.64,0.0,Approved,Front end collision on highway,False,21
CLM00153,POL00144,2021-02-22,Fire,12434.09,0.0,Rejected,Fire damage in garage,False,41
CLM00154,POL01115,2024-09-18,Natural Disaster,15566.25,12467.03,Settled,Vandalism - scratches and dents,False,25
CLM00155,POL01390,2023-02-12,Natural Disaster,21380.71,0.0,Pending,Front end collision on highway,False,29
CLM00156,POL00480,2022-02-10,Flood,35351.97,0.0,Approved,Front end collision on highway,False,24
CLM00157,POL02991,2024-12-28,Flood,34503.86,0.0,Under Review,Hit and run incident,False,53
CLM00158,POL02577,2023-07-08,Fire,76949.81,0.0,Rejected,,True,41
CLM00159,POL01114,2021-01-24,Theft,0.0,0.0,Settled,Rear end damage in parking lot,False,31
CLM00160,POL01618,2024-05-20,Theft,66637.64,61746.94,Settled,Vehicle stolen from residential area,False,17
CLM00161,POL00357,2020-06-12,Vandalism,74131.04,0.0,Approved,Vehicle stolen from residential area,False,51
CLM00162,POL02386,2024-12-15,Theft,62963.98,0.0,Approved,,False,51
CLM00163,POL00550,2023-01-23,Vandalism,0.0,0.0,Settled,Fire damage in garage,False,36
CLM00164,POL01375,2023-10-01,Theft,16193.6,13711.09,Settled,Rear end damage in parking lot,False,22
CLM00165,POL00420,2022-03-21,Vandalism,74571.8,0.0,Under Review,Front end collision on highway,False,32
CLM00166,POL00014,2023-12-08,Natural Disaster,60692.23,0.0,Rejected,Hit and run incident,False,52
CLM00167,POL02447,2022-05-28,Vandalism,52469.79,0.0,Pending,Flood damage during heavy rainfall,False,44
CLM00168,POL01397,2020-09-29,Fire,76310.26,0.0,Under Review,Flood damage during heavy rainfall,False,6
CLM00169,POL00532,2021-02-13,Flood,75564.47,0.0,Approved,Rear end damage in parking lot,True,21
CLM00170,POL00041,2020-06-26,Natural Disaster,51190.9,45459.29,Settled,Rear end damage in parking lot,False,14
CLM00171,POL02053,2021-01-30,Natural Disaster,74405.99,0.0,Under Review,Windshield cracked by debris,False,39
CLM00172,POL01107,2021-04-02,Natural Disaster,5929.43,0.0,Pending,,False,54
CLM00173,POL00728,2022-04-26,Accident,37091.78,34458.03,Settled,Rear end damage in parking lot,False,53
CLM00174,POL02239,2021-02-27,Accident,45107.05,42757.15,Settled,Windshield cracked by debris,False,4
CLM00175,POL01045,2023-08-22,Vandalism,1422.97,0.0,Pending,Front end collision on highway,False,8
CLM00176,POL02006,2022-05-05,Accident,63550.93,0.0,Rejected,Flood damage during heavy rainfall,True,57
CLM00177,POL00523,2023-08-09,Fire,13707.56,0.0,Approved,Front end collision on highway,False,55
CLM00178,POL00487,2020-01-11,Flood,60326.5,0.0,Rejected,Windshield cracked by debris,False,25
CLM00179,POL01965,2021-05-14,Natural Disaster,69165.05,0.0,Pending,,False,10
CLM00180,POL01448,2021-11-12,Fire,19100.98,13689.94,Settled,Hit and run incident,False,19
CLM00181,POL00467,2020-06-13,Accident,66370.49,0.0,Rejected,Vehicle stolen from residential area,False,30
CLM00182,POL00232,2022-09-24,Accident,35744.14,0.0,Under Review,Vehicle stolen from residential area,False,56
CLM00183,POL01752,2024-12-08,Accident,56909.25,0.0,Rejected,Fire damage in garage,False,0
CLM00184,POL02799,2023-05-25,Fire,-2968.21,0.0,Rejected,Windshield cracked by debris,False,45
CLM00185,POL00187,2020-01-21,Vandalism,54097.54,0.0,Rejected,Flood damage during heavy rainfall,False,59
CLM00186,POL02312,2024-12-06,Accident,53066.52,40100.5,Settled,,True,28
CLM00187,POL00063,2024-07-14,Flood,64700.58,0.0,Pending,Windshield cracked by debris,True,11
CLM00188,POL01142,2020-04-11,Flood,67589.68,0.0,Pending,Windshield cracked by debris,False,1
CLM00189,POL01744,2020-01-11,Flood,51341.42,47339.34,Settled,Rear end damage in parking lot,False,14
CLM00190,POL02713,2020-11-04,Natural Disaster,43579.6,0.0,Approved,Rear end damage in parking lot,False,0
CLM00191,POL01789,2020-04-10,Vandalism,37610.52,0.0,Rejected,Windshield cracked by debris,False,30
CLM00192,POL01923,2020-05-18,Vandalism,9914.01,0.0,Approved,Vandalism - scratches and dents,False,31
CLM00193,POL02872,2021-02-25,Accident,7055.45,0.0,Under Review,Fire damage in garage,False,3
CLM00194,POL02934,2020-08-09,Vandalism,71850.83,0.0,Pending,Fire damage in garage,False,47
CLM00195,POL02369,2022-09-07,Fire,67381.04,0.0,Rejected,Hit and run incident,True,26
CLM00196,POL00890,2021-07-06,Flood,71072.16,0.0,Under Review,Vehicle stolen from residential area,False,39
CLM00197,POL01024,2023-11-08,Flood,62174.77,0.0,Pending,Fire damage in garage,False,34
CLM00198,POL01241,2020-01-25,Vandalism,64413.89,0.0,Pending,Vandalism - scratches and dents,True,4
CLM00199,POL01584,2020-05-09,Natural Disaster,27889.05,0.0,Under Review,,False,48
CLM00200,POL00374,2022-08-30,Fire,56226.71,0.0,Approved,Vehicle stolen from residential area,False,5
CLM00201,POL01379,2024-03-17,Vandalism,17818.71,0.0,Pending,Hit and run incident,False,51
CLM00202,POL01580,2024-09-16,Fire,0.0,0.0,Rejected,Hit and run incident,False,17
CLM00203,POL02449,2022-06-13,Fire,61512.78,0.0,Pending,Vandalism - scratches and dents,False,28
CLM00204,POL02771,2022-06-30,Natural Disaster,74637.69,0.0,Under Review,Rear end damage in parking lot,False,24
CLM00205,POL01366,2020-09-17,Flood,75321.49,58205.66,Settled,Rear end damage in parking lot,True,0
CLM00206,POL01021,2021-05-23,Natural Disaster,54143.38,0.0,Pending,,False,6
CLM00207,POL01784,2020-05-05,Natural Disaster,9008.4,0.0,Pending,Vandalism - scratches and dents,True,29
CLM00208,POL01201,2022-06-24,Theft,76630.91,0.0,Pending,Vehicle stolen from residential area,True,28
CLM00209,POL01528,2024-10-18,Theft,73816.85,0.0,Rejected,Hit and run incident,False,56
CLM00210,POL02310,2020-05-28,Vandalism,13904.92,0.0,Approved,Hit and run incident,False,1
CLM00211,POL01878,2020-04-10,Fire,74033.86,0.0,Pending,Fire damage in garage,False,46
CLM00212,POL01346,2020-07-03,Accident,32481.94,0.0,Under Review,Vandalism - scratches and dents,False,34
CLM00213,POL02278,2022-01-29,Theft,44151.7,0.0,Pending,Vehicle stolen from residential area,False,48
CLM00214,POL00181,2022-07-20,Fire,34572.89,0.0,Rejected,Front end collision on highway,True,38
CLM00215,POL00063,2020-10-02,Fire,11153.06,0.0,Rejected,Windshield cracked by debris,False,3
CLM00216,POL02897,2020-03-21,Vandalism,13260.75,8154.0,Settled,Vehicle stolen from residential area,False,8
CLM00217,POL00761,2022-09-23,Theft,57458.72,55646.52,Settled,Vandalism - scratches and dents,False,14
CLM00218,POL00791,2021-05-04,Accident,60630.4,0.0,Rejected,Flood damage during heavy rainfall,False,13
CLM00219,POL02413,2023-05-16,Fire,63931.39,0.0,Rejected,Vehicle stolen from residential area,False,39
CLM00220,POL02710,2024-03-08,Natural Disaster,23018.35,0.0,Approved,Front end collision on highway,False,37
CLM00221,POL01634,2022-04-25,Natural Disaster,818.09,0.0,Rejected,,False,39
CLM00222,POL01705,2022-11-15,Accident,41686.17,0.0,Rejected,Rear end damage in parking lot,False,3
CLM00223,POL02898,2022-12-09,Flood,58492.2,43791.11,Settled,Rear end damage in parking lot,False,5
CLM00224,POL01484,2023-02-10,Natural Disaster,32701.45,0.0,Rejected,Windshield cracked by debris,False,13
CLM00225,POL02864,2022-07-03,Vandalism,4462.9,0.0,Approved,Front end collision on highway,False,46
CLM00226,POL02019,2023-01-09,Vandalism,14181.8,0.0,Approved,Windshield cracked by debris,False,47
CLM00227,POL02883,2023-10-06,Fire,76940.25,0.0,Approved,Windshield cracked by debris,False,19
CLM00228,POL00565,2020-05-26,Natural Disaster,73373.17,0.0,Rejected,Hit and run incident,False,31
CLM00229,POL01410,2024-05-15,Natural Disaster,39076.86,48124.47,Settled,Hit and run incident,False,6
CLM00230,POL01987,2024-07-22,Accident,74319.13,0.0,Pending,Rear end damage in parking lot,False,12
CLM00231,POL00962,2023-06-22,Accident,60087.76,0.0,Approved,Front end collision on highway,False,19
CLM00232,POL01887,2024-11-08,Theft,66877.12,0.0,Rejected,Rear end damage in parking lot,False,4
CLM00233,POL02967,2021-08-21,Accident,49526.09,0.0,Pending,Rear end damage in parking lot,False,45
CLM00234,POL00850,2021-11-06,Theft,63072.84,0.0,Under Review,Rear end damage in parking lot,False,48
CLM00235,POL02582,2020-08-29,Fire,61979.22,0.0,Pending,Rear end damage in parking lot,False,30
CLM00236,POL00166,2023-02-05,Theft,39250.73,0.0,Rejected,Flood damage during heavy rainfall,False,34
CLM00237,POL01465,2024-08-06,Vandalism,43249.22,39904.67,Settled,Hit and run incident,False,0
CLM00238,POL01860,2024-09-14,Theft,61549.9,59968.49,Settled,Flood damage during heavy rainfall,True,22
CLM00239,POL01630,2020-11-29,Natural Disaster,14849.89,0.0,Approved,Vehicle stolen from residential area,False,47
CLM00240,POL01587,2020-06-21,Theft,13339.62,12227.47,Settled,Flood damage during heavy rainfall,True,46
CLM00241,POL00418,2024-10-18,Accident,78235.37,63658.11,Settled,Fire damage in garage,False,11
CLM00242,POL01493,2020-08-01,Vandalism,38296.19,0.0,Under Review,Front end collision on highway,False,37
CLM00243,POL01321,2024-03-18,Accident,36460.38,0.0,Pending,Front end collision on highway,False,0
CLM00244,POL02317,2020-12-11,Flood,32373.31,0.0,Approved,Vehicle stolen from residential area,False,4
CLM00245,POL00600,2020-07-04,Accident,75819.75,0.0,Approved,Flood damage during heavy rainfall,True,2
CLM00246,POL02111,2024-07-17,Theft,31678.75,0.0,Approved,Fire damage in garage,False,59
CLM00247,POL02897,2022-10-24,Theft,38174.06,0.0,Pending,Vandalism - scratches and dents,False,49
CLM00248,POL00457,2020-11-15,Accident,56906.57,0.0,Pending,Vehicle stolen from residential area,False,37
CLM00249,POL02726,2021-11-01,Vandalism,2572.15,0.0,Under Review,Vandalism - scratches and dents,False,24
CLM00250,POL02307,2022-06-22,Fire,0.0,0.0,Approved,Windshield cracked by debris,False,41
CLM00251,POL01440,2022-02-21,Vandalism,20432.17,0.0,Approved,Fire damage in garage,False,0
CLM00252,POL01591,2021-03-11,Flood,75855.32,0.0,Under Review,,False,31
CLM00253,POL02432,2024-04-25,Flood,53170.65,46682.84,Settled,,True,24
CLM00254,POL02092,2024-09-17,Flood,51840.16,0.0,Under Review,Hit and run incident,False,35
CLM00255,POL02097,2021-03-10,Flood,47590.39,0.0,Rejected,,False,23
CLM00256,POL01686,2023-02-01,Flood,20167.16,0.0,Rejected,Flood damage during heavy rainfall,False,38
CLM00257,POL00309,2021-05-25,Vandalism,47555.18,0.0,Approved,Rear end damage in parking lot,False,49
CLM00258,POL01586,2024-04-18,Flood,45407.52,0.0,Under Review,Rear end damage in parking lot,False,55
CLM00259,POL01420,2020-05-10,Theft,54806.48,0.0,Approved,,False,7
CLM00260,POL00820,2023-04-23,Theft,37358.38,0.0,Approved,,False,18
CLM00261,POL01379,2023-04-16,Natural Disaster,76883.34,0.0,Under Review,Front end collision on highway,False,3
CLM00262,POL02099,2020-07-13,Fire,38577.39,0.0,Approved,Rear end damage in parking lot,False,13
CLM00263,POL00986,2020-03-26,Flood,36436.57,0.0,Approved,Windshield cracked by debris,False,6
CLM00264,POL00732,2021-02-24,Theft,17123.25,0.0,Pending,Hit and run incident,False,39
CLM00265,POL01870,2024-11-16,Fire,51223.46,0.0,Approved,Flood damage during heavy rainfall,False,29
CLM00266,POL02183,2020-04-16,Fire,76619.03,0.0,Approved,Windshield cracked by debris,False,47
CLM00267,POL02075,2024-04-25,Fire,73974.2,0.0,Approved,Hit and run incident,False,26
CLM00268,POL02433,2022-01-02,Fire,5688.51,0.0,Approved,Hit and run incident,False,31
CLM00269,POL02042,2024-02-17,Theft,72429.4,51043.77,Settled,,False,55
CLM00270,POL02444,2021-01-23,Fire,56986.96,0.0,Pending,Vehicle stolen from residential area,False,50
CLM00271,POL01388,2022-10-12,Fire,67566.94,0.0,Pending,Rear end damage in parking lot,False,22
CLM00272,POL00231,2021-06-19,Vandalism,49785.45,0.0,Under Review,Vandalism - scratches and dents,False,38
CLM00273,POL02865,2022-07-01,Accident,31394.0,23854.14,Settled,Hit and run incident,False,41
CLM00274,POL02138,2022-08-10,Natural Disaster,35098.77,0.0,Under Review,Vehicle stolen from residential area,False,4
CLM00275,POL00181,2020-08-11,Fire,29332.76,0.0,Approved,Flood damage during heavy rainfall,False,25
